Loaded 2820 packets from Packets/EQemu4.pcapng.
Packet#	Optcode	Length	First 10 Bytes			Time
0	0x100	24	00 01 00 00 00 03 4e 3c 20 60	1746078913.12485568
1	0x200	18	00 02 4e 3c 20 60 00 00 00 00	1746078913.149072046
2	0x900	20	00 09 00 00 01 00 02 00 00 00	1746078913.173498595
3	0x1500	18	00 15 00 00 be f2 00 00 00 00	1746078913.21708409
4	0x900	25	00 09 00 00 17 00 02 00 00 00	1746078913.221835864
5	0x300	50	00 03 04 00 15 00 00 28 00 09	1746078913.227999287
6	0x1500	18	00 15 00 01 8e 64 00 00 00 00	1746078913.254483183
7	0x900	98	00 09 00 01 18 00 03 00 00 00	1746078913.311766876
8	0x300	26	00 03 04 00 15 00 01 10 00 09	1746078913.319991869
9	0x900	98	00 09 00 01 18 00 03 00 00 00	1746078913.327467738
10	0x1500	6	00 15 00 01 8e 64	1746078913.330511134
11	0x300	92	00 03 04 00 15 00 02 52 00 09	1746078913.34414723
12	0x1500	6	00 15 00 02 df de	1746078913.349383976
13	0x900	84	00 09 00 02 19 00 04 00 00 00	1746078913.360742829
14	0x1500	6	00 15 00 02 df de	1746078913.365304234
15	0x900	22	00 09 00 03 0d 00 05 00 00 00	1746078916.23150507
16	0x300	36	00 03 04 00 15 00 03 1a 00 09	1746078916.269023508
17	0x1500	6	00 15 00 03 ef 48	1746078916.272230612
18	0x900	28	00 09 00 03 22 00 05 00 00 00	1746078916.284971413
19	0x300	26	00 03 04 00 15 00 03 10 00 09	1746078916.370170646
20	0x500	10	00 05 4e 3c 20 60 00 06 16 78	1746078916.370306265
21	0x1500	18	00 15 00 04 7a eb 00 00 00 00	1746078916.392639596
23	0x500	18	00 05 4e 3c 20 60 91 06 00 00	1746078916.393045199
25	0x500	18	00 05 4e 3c 20 60 91 06 00 00	1746078916.399619142
27	0x100	24	00 01 00 00 00 03 53 80 90 66	1746078918.374339929
30	0x200	18	00 02 53 80 90 66 00 00 00 00	1746078918.397860146
31	0x700	42	00 07 7a 2c 00 00 00 00 00 00	1746078918.415737922
32	0x900	472	00 09 00 00 09 7a 38 31 00 34	1746078918.436604253
33	0x800	42	00 08 7a 2c 00 00 00 01 00 00	1746078918.441606569
34	0x1500	18	00 15 00 00 be f2 00 00 00 00	1746078918.461404423
35	0x900	89	00 09 00 00 7a 50 00 00 00 00	1746078918.485907074
36	0xd00	511	00 0d 00 01 00 00 02 32 eb 7c	1746078918.488361694
37	0xd00	67	00 0d 00 02 00 00 00 00 00 00	1746078918.488364073
